userName,content,score
Pengguna Google,"Hasilnya beda...  Cek aplikasi 3jtaan, setelah cek di Samsat cuman 299rbu  DB 2337 KM Mohon lebih di perbaiki aplikasinya... Terima Kasih",3
Andrean Maleru,Seeeerr,3
Mytha Mokodompit,Mantap,3
Pengguna Google,Gg,3
Pengguna Google,Ta kasi 3 dulu klo bener2 sama dengan samsat hitunganya takasih 5 bintang oky,3
Pengguna Google,Tiga aja dlu,3
Pengguna Google,Lumayan,3
Pengguna Google,Membantu,3
Andrean Maleru,Seeeerr,3
Chris Rdr,"Sebenarnya aplikasi ini sangat membantu, tapi tolong diperbaiki menjadi lebih baik lagi. Terutama masalah data kendaraan dan jatuh temponya. Update juga untuk penggunaan di versi Android terbaru. Terimakasih.",3
dade dodo,Kenapa aplikasinya tidak bisa dibuka ya,3
Zain Efendy,Klo sekaligus bisa bayar akan bermanfaat sekali,3
Arbin Uno,"Aplikasinya sudah lumayan,,,, Akan tetapi lebih bagus lagi kalau dilengkapi nama, alamat juga pemilik.",3
Natalia Seran,"Di update lagi aplikasinya,,karena pajak sudah bayar tapi pas cek sudah menunggak 2 tahun???? Seharusnya membantu tapi malah bikin pusing??",3
Susanto Engka,Biar lebih lengkap lagi kalau ada nama pemilik kendaraan nya..,3
Ello Sakwal,"Saran, mohon dapat lampirkan juga nama pemilik kendaraan. Agar kelihatan pemilik kendaraan yang sebenarnya. Jadi masyarakat juga dalam hal ini dapat membantu pemerintah.",3
dhory dahori,Dicoba dulu masuk Aplikasi.,3
Junaidi Manumpil,Bagus aplikasinya Tapi tolong nama pemiliknya Di cantumkan juga....,3
sarwo surono,Makasih jd mudah pajak kendaraan,3
Welson Wungow,Apakah kode bayarnya tidak ditampilkan lagi? Soalnya sudah 3 bulan ini saya selalu cek. Kode bayarnya tidak ada atau tidak muncul. Akibatnya tidak bisa bayar lewat ATM,3
Andrew Andresen,"Data pemilik kendaraan tidak ada,,mohon di evaluasi lagi",3
Kawalo Develino,Lebih lengkap lagi bagusnya keluar sama nma pemilik pas cek pajaknya,3
ahmad Yani,Di coba dulu,3
Mytha Mokodompit,Mantap,3
sch tya,"di app sekian bayar pajak, serta torang mbayar ke bank sulut s ttambah dgn admin.. lebih baik lagi lebih upadte ke nama pemilik jadi lebih akurat lagi kalo lengkap info pajak kendaraan sulut. sekian & terima kasih.",3
Venesa Lamende,"Apakah bisa bayar online ? Atau melalui m banking agar lebih mudah ,tanpa harus antri..",3
Pengguna Google,Kode bayar tidak muncul . gimana dong?,3
Pengguna Google,Nama pemilik tidak ada,3
Pengguna Google,Lumayan,3
Pengguna Google,Lumayan membantu,3
Pengguna Google,Membantu,3
Pengguna Google,Dengan aplikasi ini kita bisa akses lebih cepat dan lebih mudah untuk mengetahui data pajak kendaraan kita sebelum melakukan pembayaran di samsat,3
Pengguna Google,Info yg akurat,3
Pengguna Google,Mantapp bisa membantu,3
Pengguna Google,"Mohon di perbaiki lagi, soalnya untuk nama pemilik dan alamat pemilik tidak muncul.. biar dengan aplikasi ini, orang-orang juga bisa mengetahui identitas motor atau mobil jika di beli. Terimakasih",3
Pengguna Google,Gg,3
Pengguna Google,Coba nama pemilik kendaraan juga terbaca,3
Pengguna Google,data pemilik blm ada,3
Pengguna Google,belum ada update terbaru,3
Pengguna Google,"Belum terlalu lengkap, krna nama pemilik tidak ada.. jadi kasih 3 bintang saja..",3
Pengguna Google,Kok uda gak timbul nama sama alamatnya,3
Pengguna Google,Belum begitu lengkap dan akurat,3
Pengguna Google,Ta kasi 3 dulu klo bener2 sama dengan samsat hitunganya takasih 5 bintang oky,3
Pengguna Google,Tiga aja dlu,3
Pengguna Google,"Tolong di lengkapi dgan nama pemilik, dan alamat.. Datanya harus di update 
tiap bln.. Ulasan ini di liat apa tidak.. Tolong di perhatikan kritik dan 
saran.. Semo samsat sulut lebih jaya..",3
Pengguna Google,KB is blocked?,3
Pengguna Google,"Hasilnya beda...  Cek aplikasi 3jtaan, setelah cek di Samsat cuman 299rbu  DB 2337 KM Mohon lebih di perbaiki aplikasinya... Terima Kasih",3
RINTO TOTAGAN,Saat cek pajak muncul jumlah pajak yg harus d bayar pas bayar langsung kok beda nominalnya..semoga kedepannya harus d perbaiki agar pengguna aplikasi ini lebih senang,4
Yonk Simbala,"Aplikasi sudah bagus, tapi sayang nya tidak ada pembaruan dari pihak developer. Mohon agar di perbarui lagi, agar kebutuhan mengenai informasi pajak kendaraan lebih mudah di akses oleh masyarakat. Serta mendapat pembaruan terbaru mengenai data pemilik kendaraan.",4
Pengguna Google,"Sangat membantu..tapi harus lebih d tingkatkan lagi. Nama pemilik tidak tercantum..harga yg harus d bayar d.. aplikasi bedah jika bayar d samsat. Trus untuk data pajak..saya sudah bayar pajak,kendaraan bermotor saya 01 oktober 2019.... tapi sampai hari ini 09 des 2019 d aplikasi..saya masi nunggak pajak...terimakasih..",4
Berni Malonda,"bagus dan mudah,app ini hanya mengecek harga yg mo di bayar,tinggal cocokin di samsat kira² sama ga yah",4
Chezz Malieser,Aplikasinya udh bagus. Tapi lebih bagus lagi kalo disertai nama dan alamat pemilik thx ??????,4
Pengguna Google,"Sayangnya untuk Tomohon belum bisa bayar online, langsung ke bank. Jadi masih harus berhadapan dengan praktek pungli... Sayangnye...",4
Elia Runtunuwu,"Sangat membantu, tapi tolong di tambah info pemilik kendaraan juga",4
Olke Kasenda,Lebih cepat mendapat info tentang pajak kendaraan.,4
Felix Wee,Klo bisa kembangkan lagi untuk tampilan nama pemilik kendaraan,4
Pengguna Google,Bagus so blh cek jumlah pajak yng torang m bayar. Cma Sebagai Masukan jangan cuma tampilkan dpe jumlah yng torang m bayar akan lebih bagus lagi kalu ditampilkan dpe DATA PEMILIK KENDARAAN... makasiiii,4
Pengguna Google,cukup membantu tapi belum tau cara bayar pajaknya,4
Ismet Kaldiansyah (PO'),Bagus tapi datanya kurang lengkap,4
Pengguna Google,"semoga dgn adanya pelayanan seperti ini pastinya sangat dibutuhkan atau membanatuhsx buat publik khususnya di indonesia, semoga sukss ya,?",4
Djunaidi Mooduto,Mantap sangat membantu,4
Pengguna Google,"Aplikasinya bagus, sangat membantu ??",4
Ahmmad Pakaya,Bagus bisa membantu mengetahui pajak .,4
Gerry Darmawan,Tolong disediakan pada IOS,4
Pengguna Google,Tidak muncul nama pemilik kendaraan,4
hendrik maarebia,"Okey, cukup membantu",4
Pengguna Google,perlu di taru nama kepemilikan kendaraan,4
Fischer Waloni,Sangat membantu,4
Pengguna Google,cukup membantu,4
aprilia yahya,Kiapa nya muncul kode bayar kang?,4
Pengguna Google,Sangat membantu,4
Pengguna Google,Cari info pajak,4
David Johanis,Sangat berguna,4
Donny Sigarlaki,"Mohon nama pemilik dicantumkan,, terima kasih...",4
Pengguna Google,lebe bagus kalu ada nama pemilik,4
Pengguna Google,Terima kasih Bapenda Sulut ????,4
Pengguna Google,Semoga lebih baik lagi,4
Hendro Derek Derek,Mohon.. Versi terbaru..,4
Romel Salangka,Di coba dlu yaaa,4
Romel Salangka,Di coba dlu ya,4
Pengguna Google,"Gaga sx koman,. Gass poll Sulut",4
Pengguna Google,Terima kasih sblumnya di ucapkan.  Solusi mudah utk mencari tau data pajak,4
Pengguna Google,"Bagus, lebih meringankan untuk cari tau data pajak..!! Salut Sulut!",4
Pengguna Google,"Saran aja, msh banyak data kendaraan yg blm bisa di akses. Mohon di perbaiki",4
Pengguna Google,"Sangat membantu, pelayanan Samsat makin prima dan agar data pajak kendaraan agar lebih sinkron.",4
Pengguna Google,Suka. Jadi gak bisa di bodohi...,4
Pengguna Google,"Keren, makin dimudahkan",4
Pengguna Google,"Cukup membantu... Lbh mantap kalau Sudah Bisa Langsung melakukan pembayaran 
di aplikasi?? Lbh kembangkan Samsat Sulut GO... Mantap.",4
Pengguna Google,Sangatlah membantu masyarakat.. tq..,4
Pengguna Google,Empat cukup ya...,4
Pengguna Google,Apakah data yg ada di sini bisa singkron dengan ada di kantor Samsat.. soalnya saya punya kendaraan total yg kemarin saya mau urus dengan yg saya cek beda jauh sekali 2kali lipat dengan yg ada di aplikasi ini... Padahal kendaraan saya tu sudah THN 1982,4
Sussry Mokoginta,Aplikasi mantap,4
Pengguna Google,Baik selalu,4
tandaju maxi,Sangat puas,4
Pengguna Google,Good,4
Pengguna Google,Good!!,4
Thomas Sekewael,Bagus,4
Aneke Pangayow,Bagus,4
Pengguna Google,Mantap,4
Pengguna Google,Mantap,4
Pengguna Google,Ok,4
Yulandi Mouko,Baik,4
Pengguna Google,Lumanyun,4
Dicky D.mintalangi,Siiiip,4
Iswa Nto,Mantap,4
stephanus stenly,Mantap,4
Pengguna Google,??,4
Desion Walangitan,Sangat bagus,4
Febri Hasan,Di coba,4
Decky Raintung,Ok siip,4
Den Su,Membantu,4
Steni Reppi (Tejo),Ok,4
Alfian Rumengan,Baik,4
Pengguna Google,Ok,4
Pengguna Google,Sukses,4
Pengguna Google,Mantap,4
Pengguna Google,sip,4
Rudi Lonteng,Bagus,4
Gerry Darmawan,Tolong disediakan pada IOS,4
Rudi Lonteng,Bagus,4
Fischer Waloni,Sangat membantu,4
RINTO TOTAGAN,Saat cek pajak muncul jumlah pajak yg harus d bayar pas bayar langsung kok beda nominalnya..semoga kedepannya harus d perbaiki agar pengguna aplikasi ini lebih senang,4
aprilia yahya,Kiapa nya muncul kode bayar kang?,4
Djunaidi Mooduto,Mantap sangat membantu,4
tandaju maxi,Sangat puas,4
Thomas Sekewael,Bagus,4
Sussry Mokoginta,Aplikasi mantap,4
Yulandi Mouko,Baik,4
Hendro Derek Derek,Mohon.. Versi terbaru..,4
Alfian Rumengan,Baik,4
hendrik maarebia,"Okey, cukup membantu",4
Ismet Kaldiansyah (PO'),Bagus tapi datanya kurang lengkap,4
Elia Runtunuwu,"Sangat membantu, tapi tolong di tambah info pemilik kendaraan juga",4
Chezz Malieser,Aplikasinya udh bagus. Tapi lebih bagus lagi kalo disertai nama dan alamat pemilik thx ??????,4
Desion Walangitan,Sangat bagus,4
Den Su,Membantu,4
Yonk Simbala,"Aplikasi sudah bagus, tapi sayang nya tidak ada pembaruan dari pihak developer. Mohon agar di perbarui lagi, agar kebutuhan mengenai informasi pajak kendaraan lebih mudah di akses oleh masyarakat. Serta mendapat pembaruan terbaru mengenai data pemilik kendaraan.",4
Dicky D.mintalangi,Siiiip,4
Aneke Pangayow,Bagus,4
Ahmmad Pakaya,Bagus bisa membantu mengetahui pajak .,4
Felix Wee,Klo bisa kembangkan lagi untuk tampilan nama pemilik kendaraan,4
Romel Salangka,Di coba dlu yaaa,4
David Johanis,Sangat berguna,4
Iswa Nto,Mantap,4
Olke Kasenda,Lebih cepat mendapat info tentang pajak kendaraan.,4
Berni Malonda,"bagus dan mudah,app ini hanya mengecek harga yg mo di bayar,tinggal cocokin di samsat kira² sama ga yah",4
Donny Sigarlaki,"Mohon nama pemilik dicantumkan,, terima kasih...",4
Steni Reppi (Tejo),Ok,4
Romel Salangka,Di coba dlu ya,4
Febri Hasan,Di coba,4
stephanus stenly,Mantap,4
Decky Raintung,Ok siip,4
Pengguna Google,Cari info pajak,4
Pengguna Google,Tidak muncul nama pemilik kendaraan,4
Pengguna Google,Baik selalu,4
Pengguna Google,"Sangat membantu..tapi harus lebih d tingkatkan lagi. Nama pemilik tidak tercantum..harga yg harus d bayar d.. aplikasi bedah jika bayar d samsat. Trus untuk data pajak..saya sudah bayar pajak,kendaraan bermotor saya 01 oktober 2019.... tapi sampai hari ini 09 des 2019 d aplikasi..saya masi nunggak pajak...terimakasih..",4
Pengguna Google,Ok,4
Pengguna Google,Mantap,4
Pengguna Google,"semoga dgn adanya pelayanan seperti ini pastinya sangat dibutuhkan atau membanatuhsx buat publik khususnya di indonesia, semoga sukss ya,?",4
Pengguna Google,"Aplikasinya bagus, sangat membantu ??",4
Pengguna Google,Sangat membantu,4
Pengguna Google,Lumanyun,4
Pengguna Google,cukup membantu tapi belum tau cara bayar pajaknya,4
Pengguna Google,cukup membantu,4
Pengguna Google,lebe bagus kalu ada nama pemilik,4
Pengguna Google,sip,4
Pengguna Google,Bagus so blh cek jumlah pajak yng torang m bayar. Cma Sebagai Masukan jangan cuma tampilkan dpe jumlah yng torang m bayar akan lebih bagus lagi kalu ditampilkan dpe DATA PEMILIK KENDARAAN... makasiiii,4
Pengguna Google,??,4
Pengguna Google,perlu di taru nama kepemilikan kendaraan,4
Pengguna Google,Terima kasih Bapenda Sulut ????,4
Pengguna Google,Good!!,4
Pengguna Google,Semoga lebih baik lagi,4
Pengguna Google,"Sayangnya untuk Tomohon belum bisa bayar online, langsung ke bank. Jadi masih harus berhadapan dengan praktek pungli... Sayangnye...",4
Pengguna Google,Good,4
Pengguna Google,"Bagus, lebih meringankan untuk cari tau data pajak..!! Salut Sulut!",4
Pengguna Google,Suka. Jadi gak bisa di bodohi...,4
Pengguna Google,Mantap,4
Pengguna Google,Empat cukup ya...,4
Pengguna Google,"Cukup membantu... Lbh mantap kalau Sudah Bisa Langsung melakukan pembayaran 
di aplikasi?? Lbh kembangkan Samsat Sulut GO... Mantap.",4
Pengguna Google,Sukses,4
Pengguna Google,Mantap,4
Pengguna Google,Terima kasih sblumnya di ucapkan.  Solusi mudah utk mencari tau data pajak,4
Pengguna Google,Sangatlah membantu masyarakat.. tq..,4
Pengguna Google,"Sangat membantu, pelayanan Samsat makin prima dan agar data pajak kendaraan agar lebih sinkron.",4
Pengguna Google,Apakah data yg ada di sini bisa singkron dengan ada di kantor Samsat.. soalnya saya punya kendaraan total yg kemarin saya mau urus dengan yg saya cek beda jauh sekali 2kali lipat dengan yg ada di aplikasi ini... Padahal kendaraan saya tu sudah THN 1982,4
Pengguna Google,Ok,4
Pengguna Google,"Gaga sx koman,. Gass poll Sulut",4
Pengguna Google,"Saran aja, msh banyak data kendaraan yg blm bisa di akses. Mohon di perbaiki",4
Pengguna Google,"Keren, makin dimudahkan",4
Eduard Monangin,Mudah dan cepat aplikasinya,5
Adina Molangka,Langsung dapat mengetahui pembayaran pajak motor ??????,5
Charles Massie,"Respon paling cepat, mantap??",5
Awan Harmawan,Sudah Baik dalam menyampaikan informasi pajak kendaraan. Tapi berharap kedepannya bisa cek informasi untuk mobil listrik plat biru. Semoga bisa update secepatnya. Terima Kasih kerja kerasnya.,5
Pengguna Google,"mantap, katanya bisa dibayar di bank sulut, tapi nyatanya teler di bank sulut ndak tau kalu di alamatkan kemana, tadi saya tunjukkan hasil dari aplikasi( kode bayar) tapi petugas disitu ndak tau, jadi saya langsung ke samsat dan ternyata antara hasil yg dari aplikasi beda dengan yg di samsat.apa secepat itu perubahan di aplikasi, ada cek sore setelah siang solaeng.jadi mungkin bisa di tinjau kembali..terima kasih..",5
Pengguna Google,"Sangat membantu sekali.. Selalu diupdate data""nya kalo bisa pembayaran lewat aplikasi juga pasti akan sangat membantu.. Manado maju..",5
L. Dann,"Aplikasi ini sangat membantu kami mengetahui jumlah pajak kendaraan dan kapan terakhir dibayarkan. Mohon bisa di kembangkan lagi agar semakin memudahkan pemilik kendaraan, misalnya saat motor akan mutasi keluar daerah????",5
Pengguna Google,Baik.. Sangat baik.. Tapi alangkah baiknyaa pakai nama dan alamat atau STNK.. Disitu cmn tercantum plat nmor dan type.. Lebih bagusnya ada Nama..,5
Arif Mamondol,Awalnya ada kendala untuk pemeriksaan nomor platnya . Tapi Alhamdulillah akhirnya bisa juga. Semoga kedepan lancar dan berharap tidak ada kendala lagi di versi-versi terbaru handphone apapun,5
Fermy Jorfen Jacob,Dgn aplikasi ini sangat membantu untuk membyr PJK kendaraan... Cuma klo somo ambe tu notice pajak hrs Tamba biaya lagi 50rb... Apakah memang begitu atau..?? Mudah2 ini nda pungli.... Salam sehat.,5
Pengguna Google,"trima kasih karena dengan adanya aplikasi ini saya bisa tau rincian yang harus di bayar, tidak seperti tahun2 sbelumnya saya bayar pajak tapi harga di surat dan di kantor Samsat jauh berbeda",5
Temmy Wuntu,Semoga waktu pembayaran sesuai dengan harga yg tertera... Soalnya setiap tahun saya bayar tidak sesuai dengan yg tertera...,5
Pengguna Google,aplikasinya top....sesuai deng jumlah yg mo di bayar...bayar pun di pusat pelayanan terpadu sulut (mantos 2) jadi nda meleset...mar kalo mo bayar di xxxxxx hmmmm jawab sandiri jo ????,5
Pengguna Google,"Mantap Samsat so lebe baik dari yg kemarin. Cma masih ada kelemahan2 yg hrs diperbaiki lg. Contohx utk loket bank sulut yg di kantor Samsat, cma bisa melayani pembayaran manual (diluar online/aplikasi). Utk pembayaran via aplikasi hrs lwt ktr cabang/unit bank Sulut. Petugas di ktr Samsat le rupa kurang semangat mo urus tu pajak klo torang bayar via aplikasi dan Bank, mungkin takurang sto dong p pemasukan.?? Dan klo pengurusan pajak bukan atas nama sendiri (beda nama stnk dan ktp) sering dipersulit,??",5
Dwi Susanto,Cara bayar lewat bank lain bisa nggak? Misal bank BRI githu,5
Saul Rapar,Baru bayar tadi....sudah terkonfirmasi....dan data utk bayar tahun depan sudah ada....terimakasih..,5
Pengguna Google,Aplikasi ini sungguh luar biasa karna mempermudah kita mengecek pajak tanpa melalui kantor samsat tertentu dimnapun kita berada..,5
Hasim melangi,"Aplikasi ini sangatlah membantu, tapi kenapa di android versi baru tidak bisa di buka....????",5
Pengguna Google,"Sangat membantu terhadap pembayaran pajak kendaraan, karena bisa langsung terlihat jumlah bayar.",5
arsip NNL,"Aplikasi mantap, . usul setelah cek , langsung dgn pilihan bayar online, akan lebih mantap",5
Pengguna Google,Sederhana dan memudahkan bisa cek data pajak yang harus dibayarkan,5
Pengguna Google,Aplikasiny so bagus cuma klo bole dilengkapi juga dgn nama pemilik kendaraan..????,5
Pengguna Google,"aku beri lima bintang karena aplikasi ini sangat-sangat membantu, sekaligus mempermudah dalam mengecek pajak kendaraan bermotor ?? ??",5
Pengguna Google,Aplikasi yg meringan kan masyarakat dlm pengurusan Pajak kendaraan dan terhindar dari para calo Pajak ??????,5
Pengguna Google,"sering pake, sangat membantu. bayar pajak via ATM juga bisa.",5
Anto Saja,"Sangat bagus,dan lebih gampang untuk pengecekan pajak",5
Doni Tolandang,Mantap tdk ribet lagi,5
Pengguna Google,"Sudah bagus tapi masih ada yg kurang, Nama pemilik kendaraanNya tidak keluar",5
Pengguna Google,Bermanfaat dan cepat untuk info kendaraan dan info pajak kendaraan,5
Pengguna Google,masih perlu adanya peningkatan dalam hal design,5
Pengguna Google,Mantap tapi kok ngga keluar nama pemiliknya coba mohon di tunjukan caranya,5
Fikri Rj,"Membantu memudahkan pengecekan pembayaran pajak, tanpa harus antri",5
Sunaryo Bigo,"mantap, semua jadi lebih mudah dan menghindari pungli",5
Pengguna Google,Aplikasi yang sangat membantu untuk mengecek data pembayaran pajak kendaraan,5
Stenly Bahihi,Aplikasi sudah bagus tapi harap di perbaharui lagi,5
Dedhy David,saya kasi full bintanya karna aplikasi nya manta sx. sangat membantu saya. salam dari sulut terimakasi.,5
Inzuhya Mubarak,"Sangat Membantu Masyarakat dalam membayar kewajiban Pajak Kendaraan, karena bisa langsung mengetahui biaya keseluruhan pajak yang harus dibayarkan.",5
Basten Lamaka,Boleh lebih dilengkapi dengan nama pemilik kendaraan biar lebih akurat,5
Sari Supu kusi,Tolong sebaiknya kode bayarnya di aktifkan seminggu sebelum jatu tempo bayar pajaknya,5
Terry Mamele,Aplikasinya mantap sangat membantu bagi kami pemilik kendaraan ??,5
Pengguna Google,"mudah dan gampang,, bebas pungli,,",5
Adri Lasama,Bagus... mudah untuk mempercepat waktu.,5
Pengguna Google,aplikasi sangat membantu untuk cek pajak kendaraa Sulut .. mantul,5
Pengguna Google,mempermudah wajib PAJAK mengetahui jumlah pajak yg d bayarkan,5
Pengguna Google,Aplikasi yang bagus untuk cek pajak kendaraan,5
Pengguna Google,Alhamdulillah pake aplikasi ini lebih mudah untuk cek pajak kenderaan ????,5
Anto Datukramat,Sangat membantu untuk pembayaran pajak kendaraan bermotor,5
Hanny Rogi,Efisien dan Mantap??,5
Adi Amang,Sangat bermanfaat!?? Rating Bintang 5.,5
Pengguna Google,sdh bagus tp tidak lengkap dgn nama pemilik dan nomor rangka dan mesin,5
Subhan Yusuf,Cepat dan simple,5
Deisy Lolong,Sangat setuju dengan aplikasi ini. Thanks,5
Vonny Angkow,Mempermudah dlm membayar pajak kendaraan,5
Pengguna Google,sangat cepat & trimksih,5
Pengguna Google,Mempermudah masyarakat untuk mengetahui pajak kendaraan,5
Pengguna Google,jadi mudah cek pajak KB... wilayah kotamobagu,5
Agus Supriatna,Dengan adaya apl ini mempermudah didalam pengurusan pajak kendaraan,5
Pengguna Google,Mantap lebih muda untuk membayar pajak,5
Pengguna Google,cukup baik membantu informasi pajak,5
Risno Mokodompit,Tidak lengkap data nya tidak ada nama dan lain lain,5
Pengguna Google,Aplikasinya sangat membantu sekali. Sukses trs,5
Yanto Yanto,Sangat membatu untuk. Mengecek pajak kendaraan.????,5
Eko Nasution,Kok masi fersi lama ngak ada update nya ya,5
Pengguna Google,"Mantap, cepat prosesnya..",5
Pengguna Google,trima kasih .aplikasi ini sangat menbantu,5
Yustus Darenoh,Saya kase bintanh empat.aplikasi ini sangat bagus buat liat pajak lewat,5
Ismail Pawewang,Membantu dalam proses pengecekan pajak kendaraan,5
Scoteris Copank,Sangat mudah di cek,5
Eman Rumampuk,Terbaik dan sangat membantu......,5
reina ayumi kasiha,"Tolong Di tampilkan nama Pemilik Kendaraan, Pembanyaran lebih mudah, Spy oknum2 polisi yg bertugas di Samsat Biting spy tdk membodohi masyarakat Untuk membayar pajak.",5
Pengguna Google,Kalo bisa di buat yang baru bisa lihat atas nama di STNK dan nomo rangka dan mesin,5
Pengguna Google,ini baru mantap thanks for aplikasinya ??,5
Pengguna Google,Sangat memuaskan informasinya.,5
Pengguna Google,Aplikasi bagus... Sangat membantu..,5
Risanto Hobihi,Sangat bermanfaat skali,5
KartherSmith Smith2928,Sangat baik dan membantu ????????????,5
irsye Yohosua,aplikasi bagus dan sangat berguna????,5
Pengguna Google,Mudah & cepat,5
Randy Patanda,Sangat membantu mengingatkan Kalau Pentingnya Melaksanakan Kewajiban.,5
Mario Cero,Sayang nya gak ada update lagi,5
Budi Haryanto,Saya suka sekali aplikasi ini sangat menarik,5
Nanang Lindungi,Aplikasi ini sangat membantu,5
Pengguna Google,Sangat membantu agar tidak melalui calo lagi,5
Pengguna Google,Sangat amat sangat membantu semua orang,5
Pengguna Google,Wow mantap..mantaap..! Saya suka ini.,5
Pengguna Google,Sangat membantu kedepan lebi baik lagi...,5
Ahmad Balahmar,Sangat puas dgn applikasi tsb.,5
Pengguna Google,sangant membantu dakam layanan perpajakan,5
Pengguna Google,Makasih....karna sdh ada aplikasi ini...GBU,5
Pengguna Google,"Mantap, lebe bagus kase lengkap dengan nama pemilik ??",5
Jansen Rumondor,"Bagus, membantu. Maju terus.",5
Reymon S. Buhang,sangat baik aplikasi ini...,5
Pengguna Google,sangat membantu... samsat sulut ??????,5
Mandri Minggu,Pastinya sgt membantu kita sbg wajib pajak ??,5
Pengguna Google,Luar biasa bagus sekali,5
Pengguna Google,mantap sangat membantu,5
Pengguna Google,Biar bisa tau pajak motor saya,5
Pengguna Google,mantap..tolong tambah dgn nama pemilik yaa,5
Christian Stevenson Heinrich Purukan,Tolong lebih dikembangkan lagi,5
Stenli Dungus,Sangat membantu sekali,5
Edi Pakasi,Bagus,5
Doni Tolandang,Mantap tdk ribet lagi,5
Charles Massie,"Respon paling cepat, mantap??",5
boy ce,Keren,5
Rey Rampengan,Mantapp,5
Evesus cessie pasla,Mantap,5
Michael Mic,Trims,5
Eman Rumampuk,Terbaik dan sangat membantu......,5
Jopie Dumanauw,Mantap,5
sriwahyuni ibrahim,Mantab,5
Eduard Monangin,Mudah dan cepat aplikasinya,5
Perri Darmanto,The best,5
Adina Molangka,Langsung dapat mengetahui pembayaran pajak motor ??????,5
Linda Gosal,??????????????,5
Stenly ticoalu,Mantap,5
Louis Leslly,Ok,5
Putra Mahkota,Makasi,5
john bisuan,Bagus,5
Steven Tawalujan,Keren rekomendit,5
Mario Mohede,Mantap,5
Dwi Susanto,Cara bayar lewat bank lain bisa nggak? Misal bank BRI githu,5
Scoteris Copank,Sangat mudah di cek,5
Noldy Gromisk,Okkk mantapp,5
Nanang Lindungi,Aplikasi ini sangat membantu,5
Ando Daud,Mantap,5
Hendri Paputungan,Sagat bagus,5
Refly Kolang,Sangat membantu,5
Nino Mokoagow,Hebat,5
Riyanto budi Soni,Bagus,5
B KALALO,Ok,5
Arther Wotulo,Mantaaap??,5
Cancer Juni,??????????????,5
Sari Supu kusi,Tolong sebaiknya kode bayarnya di aktifkan seminggu sebelum jatu tempo bayar pajaknya,5
Jovie Wenas,Mantap,5
Ashar Hatam,Terbaikk,5
Awan Harmawan,Sudah Baik dalam menyampaikan informasi pajak kendaraan. Tapi berharap kedepannya bisa cek informasi untuk mobil listrik plat biru. Semoga bisa update secepatnya. Terima Kasih kerja kerasnya.,5
andirum _Af,Sangat bermanfaat.,5
KartherSmith Smith2928,Sangat baik dan membantu ????????????,5
Rhaymond Rhay,Mantap??????,5
Risanto Hobihi,Sangat bermanfaat skali,5
Sthendi Lumenta,Mantap??????,5
Arif Mamondol,Awalnya ada kendala untuk pemeriksaan nomor platnya . Tapi Alhamdulillah akhirnya bisa juga. Semoga kedepan lancar dan berharap tidak ada kendala lagi di versi-versi terbaru handphone apapun,5
Risno Mokodompit,Tidak lengkap data nya tidak ada nama dan lain lain,5
Fritsky Mandagi,Mntap,5
Arsad Amar,Sangat membantu,5
Silvan Rengku,Sangat membantu,5
delly sayangbati,saya suka,5
Stefie Rorong,oke,5
Yustus Darenoh,Saya kase bintanh empat.aplikasi ini sangat bagus buat liat pajak lewat,5
Edwin Poluakan,Sangat bermanfaat,5
Kornelis Donald,Baik.....,5
Andy Rompas,Mantab,5
Agus Supriatna,Dengan adaya apl ini mempermudah didalam pengurusan pajak kendaraan,5
Temmy Wuntu,Semoga waktu pembayaran sesuai dengan harga yg tertera... Soalnya setiap tahun saya bayar tidak sesuai dengan yg tertera...,5
Djamal Amelia,86 tetap semangat??,5
Aden Panigoro,Tidak bisa di buka,5
Vonny Angkow,Mempermudah dlm membayar pajak kendaraan,5
STEVEN. WALEAN.,Ok,5
Jeansta Manahede,Mantap,5
Rommie Talumepa,Mantap,5
Raider Bol-Tim,Mantap,5
stevly manembu,Good,5
Stenli Dungus,Sangat membantu sekali,5
Eki Posumah,Ok,5
Mario Cero,Sayang nya gak ada update lagi,5
Arthur Wotulo,Layanan mantap????,5
Deisy Lolong,Sangat setuju dengan aplikasi ini. Thanks,5
Jimmy Rumengan,Bagus,5
Christian Stevenson Heinrich Purukan,Tolong lebih dikembangkan lagi,5
Michael Anis,????????,5
Stevenson Petiunaung,Good,5
Agus Marsidi,Good??,5
irsye Yohosua,aplikasi bagus dan sangat berguna????,5
Haris Adjiji,Good,5
Adri Lasama,Bagus... mudah untuk mempercepat waktu.,5
Felix Kansil,Mantap,5
Basten Lamaka,Boleh lebih dilengkapi dengan nama pemilik kendaraan biar lebih akurat,5
Raymond Langi,MANTAP,5
Sudiro Amparodo1,Informasi mudah,5
Djuannito Pandensolang,Ok,5
Leonard Panekenan,Sangat membantu,5
Imam Priyadi,Sangat membantu,5
Ptr Sadewa,Kenapa gk bisa pake bang ??????,5
Meyken Lasut,Oke,5
Chindy Kaluntas,Bagus,5
Yustus Darenoh,Bagus,5
Teny Salawati,Bagus,5
andri visiardhana,Very Good,5
Rino M Nur,Mantap,5
Fito mul Anto,Kenapa error,5
Sanny Wonte,Mantap,5
Donal Jofian Lesar,Mantap,5
Russ Anto,Cukup membantu sekali,5
Zulkiflan Hamzah,Ok,5
i wayan agus mardika,Baik,5
