userName,content,score
Johanis Rawung,So tiga kali buka Nyanda tre tabuka.. kalau tidak mampu memberikan yg terbaik tak usah ada... Lebih baik hapus aplikasi ini. Tidak memberikan kenyamanan👎👎👎🖕,1
franki liwutang,Yg bnya komplein biongo pke apk,5
David Johanis,Sangat berguna,4
Christian Pinem,Mantapz...mempermudah,5
Iswa Nto,Mantap,4
Jemy Elias,Baik,5
Olke Kasenda,Lebih cepat mendapat info tentang pajak kendaraan.,4
Danny Dauhan,"tidak berguna,tidak bisa dibuka...erorr",1
Selni Camelia,Like,5
Donald Kindangen,Perna bekerja di Mitra Allianz,5
Kristian Undap,Bagus,5
Mubarak Manoppo,"Thank's,. Sangat membantu...",5
Recky Kaparang,Mantap,5
Ruslan Husain,Ok,5
Berni Malonda,"bagus dan mudah,app ini hanya mengecek harga yg mo di bayar,tinggal cocokin di samsat kira² sama ga yah",4
Donny Sigarlaki,"Mohon nama pemilik dicantumkan,, terima kasih...",4
Reymon S. Buhang,sangat baik aplikasi ini...,5
Ely Palawe,Aplikasi susah di download,1
Stenly Ngantung,Sangat bagus.....,5
Bildat Erix,mantap,5
Michael Lumingkewas,Mantap,5
Rental mobil Anugerah,Sangat membantu,5
Kawalo Develino,Lebih lengkap lagi bagusnya keluar sama nma pemilik pas cek pajaknya,3
medi margadinata,manthaaap,5
Semuel Jacob Mandagi,Mantap sipp,5
FF Londa,Mantap,5
Budi Haryanto,Saya suka sekali aplikasi ini sangat menarik,5
krypto,Hebat,5
Heidi S,Ok,5
Bolla Lapian,Sangat baik,5
Steni Reppi (Tejo),Ok,4
Dio Paulus,Sdh tdk berfungsi lagi kah ? Mau ngecek pajak tdk ad nomor billing yg mau d byarkan,1
Romel Salangka,Di coba dlu ya,4
Nofembly Pusung,Good,5
Denny Supriadi,Kata2nya acak nda ngerti,1
Brandon singal,👍🏾👍🏾👍🏾,5
Steward Noho,Mantap,5
Feki Gherid,sangat membantu,5
ahmad Yani,Di coba dulu,3
Violita Lahinda,apk apa ini KB blocked trus? ini mah bagus seperampat bintang,1
Aldy Manoppo,Sangat berguna,5
Febri Hasan,Di coba,4
tico 75,Mantap,5
stephanus stenly,Mantap,4
Mytha Mokodompit,Mantap,3
Hanny Lasut,Senang,5
sch tya,"di app sekian bayar pajak, serta torang mbayar ke bank sulut s ttambah dgn admin.. lebih baik lagi lebih upadte ke nama pemilik jadi lebih akurat lagi kalo lengkap info pajak kendaraan sulut. sekian & terima kasih.",3
Anto Datukramat,Sangat membantu untuk pembayaran pajak kendaraan bermotor,5
Blexman Binambuni,Mntap,5
Subhan Yusuf,Cepat dan simple,5
NANDITO REZA,"App sudah bagus, kalo ada dpe nama pemilik le, spya lebih membantu 🙏",2
frangky mongdong,Aplikasi tidak berguna. Buat aplikasi harus ada fungsi dan memberikan kemudahan. Sekarang zaman udah canggih dan tingkat mobile warga manado sudah cepat jadi kalo boleh buat system pembayaran online. Bukan buat aplikasi tidak berguna seperti ini.,1
Adrie Gimon,Yg pake nama pemilik aplikasi samsat yg mana,5
Immanuel Mandak,Ok,5
Venesa Lamende,"Apakah bisa bayar online ? Atau melalui m banking agar lebih mudah ,tanpa harus antri..",3
RISAD DJAMILUI,Tidak ada update,1
Hidayat us,Top,5
Dedhy David,saya kasi full bintanya karna aplikasi nya manta sx. sangat membantu saya. salam dari sulut terimakasi.,5
Kornelius Kantor,Good,5
Agung Setiawan,Good,5
Decky Raintung,Ok siip,4
Marfino Geofani,Ok,5
Oktaviani Supu,Motor tahun 2015 apa masih masuk akal kalau pajak yg mau di bayar dgn nominal 350.000? Itu hanya motor matic honda beat loh bukan motor yg gede🤦 harga pajak untuk motor tipe di tahun begitu bkanya turun malah naik...denda aja tidak pernah tapi kenapa harga pajak lebih naik?,1
Pengguna Google,Baru coba,1
Pengguna Google,Kode bayar tidak muncul . gimana dong?,3
Pengguna Google,Good,5
Pengguna Google,Trimakasi,5
Pengguna Google,Ok,5
Pengguna Google,Mantap,5
Pengguna Google,Bermanfaat dan cepat untuk info kendaraan dan info pajak kendaraan,5
Pengguna Google,Oke,5
Pengguna Google,Membantu,5
Pengguna Google,👍,5
Pengguna Google,Baik,5
Pengguna Google,Aplikasi ini sungguh luar biasa karna mempermudah kita mengecek pajak tanpa melalui kantor samsat tertentu dimnapun kita berada..,5
Pengguna Google,Cari info pajak,4
Pengguna Google,I like that,5
Pengguna Google,Nama pemilik tidak ada,3
Pengguna Google,Lumayan,3
Pengguna Google,gak bisa,1
Pengguna Google,Mantap hebat...,5
Pengguna Google,Tidak muncul nama pemilik kendaraan,4
Pengguna Google,Bagus,5
Pengguna Google,"Lebih baik lagi klo tercantum nama pemilik alamat dll, supaya kita mau beli kendaraan bekas bisa lebih hati-hati.",1
Pengguna Google,Good,5
Pengguna Google,Lumayan membantu,3
Pengguna Google,Trimaksih tapi lebih lengkap lagi ad nama pemiliknya.. Bintang 1 dulu yaa,1
Pengguna Google,Bagus,5
Pengguna Google,Ada baiknya nama pemilik tercantum.,1
Pengguna Google,Mantap,5
Pengguna Google,Membantu,3
Pengguna Google,Bagus,5
Pengguna Google,Good job,5
Pengguna Google,Ko gak ada kode pembayaran...,1
Pengguna Google,Sulut Hebat,5
Pengguna Google,sangat membantu,5
Pengguna Google,masih perlu adanya peningkatan dalam hal design,5
Pengguna Google,Mantap,5
Pengguna Google,"Lumayan membantu, Lebe bagus lh kalo blh dapa lia nama pemilik",2
Pengguna Google,Aplikasi yang bermanfaat....,5
Pengguna Google,mantap,5
Pengguna Google,👍👍,5
Pengguna Google,Sederhana dan memudahkan bisa cek data pajak yang harus dibayarkan,5
Pengguna Google,Min kalau mau cek data kepemilikan apa ya ?? Soalnya ini kan hanya pajak,2
Pengguna Google,Good,5
Pengguna Google,Bagus saat pengecekan,5
Pengguna Google,Bagus,5
Pengguna Google,Mantap,5
Pengguna Google,Mudah,5
Pengguna Google,Mantap,5
Pengguna Google,Memang membantu.,5
Pengguna Google,Good app .. tq,5
Pengguna Google,Bagus,5
Pengguna Google,Hods,5
Pengguna Google,mantap,5
Pengguna Google,Mantap,5
Pengguna Google,Tidak ada menu apapun dan info apapun,1
Pengguna Google,Kalo bisa di buat yang baru bisa lihat atas nama di STNK dan nomo rangka dan mesin,5
Pengguna Google,Mantap,5
Pengguna Google,Sangat membantu agar tidak melalui calo lagi,5
Pengguna Google,Baik,5
Pengguna Google,Baik selalu,4
Pengguna Google,Dengan aplikasi ini kita bisa akses lebih cepat dan lebih mudah untuk mengetahui data pajak kendaraan kita sebelum melakukan pembayaran di samsat,3
Pengguna Google,Mantap,5
Pengguna Google,sangat bagus,5
Pengguna Google,Terbaik 😊,5
Pengguna Google,Mantap,5
Pengguna Google,Eror nda bisa cek,1
Pengguna Google,Kenapa sudah tidak bisa di pakai? *NameResolutionFailure* Ada pemberitahuan cuma utk Android Versi Lama..,1
Pengguna Google,Mudah & cepat,5
Pengguna Google,Cek pajak KB yg muncul EROR,1
Pengguna Google,Ini sangat membantu,5
Pengguna Google,Aplikasi ya Jelek Sekali😆😆😆😆,1
Pengguna Google,Mantap,5
Pengguna Google,Bagus,5
Pengguna Google,Ok,5
Pengguna Google,Memudahkan,5
Pengguna Google,Cek pajak eh malah muncul KB is blocked... Maksud nya apa? Gak jelas gak da informasi di aplikasi.. aneh,1
Pengguna Google,Sangat membantu,5
Pengguna Google,"Sangat membantu..tapi harus lebih d tingkatkan lagi. Nama pemilik tidak tercantum..harga yg harus d bayar d.. aplikasi bedah jika bayar d samsat. Trus untuk data pajak..saya sudah bayar pajak,kendaraan bermotor saya 01 oktober 2019.... tapi sampai hari ini 09 des 2019 d aplikasi..saya masi nunggak pajak...terimakasih..",4
Pengguna Google,Ok,5
Pengguna Google,Mantap,5
Pengguna Google,Mantaap,5
Pengguna Google,Mantap,5
Pengguna Google,Ramli abas,5
Pengguna Google,😎,5
Pengguna Google,Ok,4
Pengguna Google,🤗,5
Pengguna Google,"Sudah bagus tapi masih ada yg kurang, Nama pemilik kendaraanNya tidak keluar",5
Pengguna Google,Mantap,5
Pengguna Google,"Aplikasi nda akurat masa pajak saya mobil agya estimasi 3,5 jt padahal bayar tepat waktu,,",1
Pengguna Google,Ok,5
Pengguna Google,sangat membantu,5
Pengguna Google,Mantap,5
Pengguna Google,Info yg akurat,3
Pengguna Google,Aplikasi yg meringan kan masyarakat dlm pengurusan Pajak kendaraan dan terhindar dari para calo Pajak 👍👍👍,5
Pengguna Google,Maaf data pajak motor saya ko sama seperti tahun lalu sedangkan jatuh tempo tanggal 8 ( biaya pembutan pajak dan plat nomor masih tercantum untuk pembayaran pajak tahun ini ),2
Pengguna Google,Jelas,5
Pengguna Google,Baik,5
Pengguna Google,Minta yang sekalian nama nomer mesin dan rangka,5
Pengguna Google,Memudahkan,5
Pengguna Google,Baik,5
Pengguna Google,Nama pemilik oto nynda muncul,1
Pengguna Google,Baik,5
Pengguna Google,Mantap,5
Pengguna Google,Mantap﻿,5
Pengguna Google,Tidak Bermutu,1
Pengguna Google,"Sangat membantu terhadap pembayaran pajak kendaraan, karena bisa langsung terlihat jumlah bayar.",5
Pengguna Google,Good,5
Pengguna Google,Good,5
Pengguna Google,Sangat membantu,5
Pengguna Google,Aplikasi yang sangat membantu untuk mengecek data pembayaran pajak kendaraan,5
Pengguna Google,"sering pake, sangat membantu. bayar pajak via ATM juga bisa.",5
Pengguna Google,Sangat membantu bagi kami,5
Pengguna Google,Sangat memuaskan informasinya.,5
Pengguna Google,ok,5
Pengguna Google,Bagus,5
Pengguna Google,Mantap,5
Pengguna Google,Gud,5
Pengguna Google,Sangat membantu.,5
Pengguna Google,Mantapp bisa membantu,3
Pengguna Google,Good,5
Pengguna Google,Mantap,4
Pengguna Google,SULUT HEBAT,5
Pengguna Google,"semoga dgn adanya pelayanan seperti ini pastinya sangat dibutuhkan atau membanatuhsx buat publik khususnya di indonesia, semoga sukss ya,?",4
Pengguna Google,"Mohon di perbaiki lagi, soalnya untuk nama pemilik dan alamat pemilik tidak muncul.. biar dengan aplikasi ini, orang-orang juga bisa mengetahui identitas motor atau mobil jika di beli. Terimakasih",3
Pengguna Google,mantap sangat membantu,5
Pengguna Google,Mantap tapi kok ngga keluar nama pemiliknya coba mohon di tunjukan caranya,5
Pengguna Google,Gg,3
Pengguna Google,Aplikasi bagus... Sangat membantu..,5
Pengguna Google,Nama pemilik tidak muncul,1
Pengguna Google,"Mantap, cepat prosesnya..",5
Pengguna Google,so lalah ulng2 kypa pas se maso nomor polisi(DB) eh data kendaraan nd ada...jelas2 ad stnk bpkb masa nd ada dpe data ....,1
Pengguna Google,"Aplikasinya bagus, sangat membantu 👍",4
Pengguna Google,Bagus,5
Pengguna Google,Mantap,5
Pengguna Google,Mantaappp,5
Pengguna Google,Mantul,5
Pengguna Google,👌,5
Pengguna Google,Sangat membantu,4
Pengguna Google,Baik,5
Pengguna Google,Mantap,5
Pengguna Google,Mantap,5
Pengguna Google,Lumanyun,4
Pengguna Google,tidak ada namanya,2
Pengguna Google,membantau,5
Pengguna Google,Kok teman saya keluar lengkap alamat sama nama,5
Pengguna Google,Bagus,5
Pengguna Google,Coba nama pemilik kendaraan juga terbaca,3
Pengguna Google,Mantap,5
Pengguna Google,cukup membantu tapi belum tau cara bayar pajaknya,4
Pengguna Google,👍🏻👍🏻,5
Pengguna Google,Puas,5
Pengguna Google,sangat bermanfaat,5
Pengguna Google,"Maaf, saya mau bli mobil second. Data BPKB sama Data di eSamsat kok beda ya? BPKB sedan, eSamsat Inova",1
Pengguna Google,data pemilik blm ada,3
Pengguna Google,mantap,5
Pengguna Google,Mohon di Update ke Android Versi baru...terima kasih,1
Pengguna Google,"mudah dan gampang,, bebas pungli,,",5
Pengguna Google,sangat membantu,5
Pengguna Google,"mantap, katanya bisa dibayar di bank sulut, tapi nyatanya teler di bank sulut ndak tau kalu di alamatkan kemana, tadi saya tunjukkan hasil dari aplikasi( kode bayar) tapi petugas disitu ndak tau, jadi saya langsung ke samsat dan ternyata antara hasil yg dari aplikasi beda dengan yg di samsat.apa secepat itu perubahan di aplikasi, ada cek sore setelah siang solaeng.jadi mungkin bisa di tinjau kembali..terima kasih..",5
Pengguna Google,payah,1
Pengguna Google,tdk bisa di gunakan,1
Pengguna Google,harus lbh jelas biar tidak menipu masyarakat yang bye pajak .. karna semua ingin membayar pajak . saya kasih 1* ...,1
Pengguna Google,ok,5
Pengguna Google,cukup membantu,4
Pengguna Google,siapa? yg donload krna kena tilang,1
Pengguna Google,mantab,5
Pengguna Google,aplikasi sangat membantu untuk cek pajak kendaraa Sulut .. mantul,5
Pengguna Google,sangat membantu,5
Pengguna Google,baru mau dicoba,5
Pengguna Google,tidak berfungsi,1
Pengguna Google,mantap,5
Pengguna Google,sangat baik,5
Pengguna Google,trima kasih .aplikasi ini sangat menbantu,5
Pengguna Google,sangat membantu,5
Pengguna Google,matap,5
Pengguna Google,sangat bagus,2
Pengguna Google,wow okelah,5
Pengguna Google,bagus,5
Pengguna Google,good,5
Pengguna Google,lebe bagus kalu ada nama pemilik,4
Pengguna Google,tep,5
Pengguna Google,good,5
Pengguna Google,"ada yg lengkap nomor mesin sma nomor rangka,,,?",5
Pengguna Google,sangat bermanfaat,5
Pengguna Google,sip,4
Pengguna Google,bagus,5
Pengguna Google,Aplikasi yang bagus untuk cek pajak kendaraan,5
Pengguna Google,aplikasi ngga jelas ...pajak belum lewat jth tempo kok sdh ada rincian dendanya...aplkasi ngga bermutu bikin org jdi males bayar pajak....ngga jelas rinciannya...,1
Pengguna Google,bagus skali,5
Pengguna Google,sangat membantu,5
Pengguna Google,Mempermudah masyarakat untuk mengetahui pajak kendaraan,5
Pengguna Google,baik,5
Pengguna Google,yah apa itu KB Block.. ????😩😩😩,1
Pengguna Google,"semua sudah d masukan dgn benar., tapi selalu data tidak ditemukan..",1
Pengguna Google,ok,5
Pengguna Google,belum ada update terbaru,3
Pengguna Google,sangat membantu 👍,5
Pengguna Google,boleh di download.🤛👍👍,5
Pengguna Google,god,5
Pengguna Google,sangat mmbantu,5
Pengguna Google,lumayan bagus,5
Pengguna Google,ok,5
Pengguna Google,jadi mudah cek pajak KB... wilayah kotamobagu,5
Pengguna Google,good,5
Pengguna Google,sangat membantu,5
Pengguna Google,good,5
Pengguna Google,"ngga ada Data lengkap Pemilik,,,",5
Pengguna Google,Belum bisa Lihat nama pemilik tolong diperbaiki. terima kasih.,1
Pengguna Google,Apa depe kode bayar nanti muncul pas jatuh tempo? Smo bayar sblm jatuh tempo mar kode bayar nda muncul-muncul. Via SMS le so nd ja respon sama juga bohong. Mo mempermudah atau mempersulit pembayaran online sebenarnya? 😂,2
Pengguna Google,sangat bagus,5
Pengguna Google,ko,5
Pengguna Google,koding Not found,1
Pengguna Google,"kl beking aplikasi,ja respon tu orang"" pe ulasan",1
Pengguna Google,good minta di upgrade full data,5
Pengguna Google,sdh bagus tp tidak lengkap dgn nama pemilik dan nomor rangka dan mesin,5
Pengguna Google,sangat2 menbantu,5
Pengguna Google,Bagus so blh cek jumlah pajak yng torang m bayar. Cma Sebagai Masukan jangan cuma tampilkan dpe jumlah yng torang m bayar akan lebih bagus lagi kalu ditampilkan dpe DATA PEMILIK KENDARAAN... makasiiii,4
Pengguna Google,sangat membantu,5
Pengguna Google,baik sekali,5
Pengguna Google,sangat berguna,5
Pengguna Google,"Kode bayar tidak muncul, gimana mau bayar klo syaratnya harus ada kode bayar??? . Mohon pencerahan",1
Pengguna Google,apk ga guna,1
Pengguna Google,"Mantap, lebe bagus kase lengkap dengan nama pemilik 👍",5
Pengguna Google,bermangfaat,5
Pengguna Google,kode bayar motor sy tidak keluar??,1
Pengguna Google,kerennn,5
Pengguna Google,hebat,5
Pengguna Google,good,5
Pengguna Google,sangant membantu dakam layanan perpajakan,5
Pengguna Google,👏,4
Pengguna Google,sangat cepat & trimksih,5
Pengguna Google,good,5
Pengguna Google,"aku beri lima bintang karena aplikasi ini sangat-sangat membantu, sekaligus mempermudah dalam mengecek pajak kendaraan bermotor 😍 🌟",5
Pengguna Google,memudahkan masyarakat membayar pajak,5
Pengguna Google,mempermudah wajib PAJAK mengetahui jumlah pajak yg d bayarkan,5
Pengguna Google,ibra koko,5
Pengguna Google,bagus,5
Pengguna Google,"mo tnya dang , kalo bayar lewat aplikasi mo tular stnk dmna kang?",5
Pengguna Google,sangat membantu... samsat sulut 👍👍👍,5
Pengguna Google,Alhamdulillah pake aplikasi ini lebih mudah untuk cek pajak kenderaan 😊😊,5
Pengguna Google,Mantap ... Sangat Membantu,5
Pengguna Google,"apk apa ini,gk sinkron sama real nya... malah lebih banyak ongkos nya,bahkan bertahap. daftar harus bayar,habis itu bayar lg d pihak sbgai petugas bank d tambah bikin plat. gk jelas",1
Pengguna Google,aplikasinya top....sesuai deng jumlah yg mo di bayar...bayar pun di pusat pelayanan terpadu sulut (mantos 2) jadi nda meleset...mar kalo mo bayar di xxxxxx hmmmm jawab sandiri jo 😂😂,5
Pengguna Google,good job,5
Pengguna Google,Mantap Bapenda,5
Pengguna Google,ini baru mantap thanks for aplikasinya 😊,5
Pengguna Google,Top,5
Pengguna Google,thx,5
Pengguna Google,Sangat membantu,5
Pengguna Google,Sangat membantu kedepan lebi baik lagi...,5
Pengguna Google,perlu di taru nama kepemilikan kendaraan,4
Pengguna Google,gk ada informasi nama pemikik,2
Pengguna Google,ok,5
Pengguna Google,Sangat membantu,5
Pengguna Google,bagus,5
Pengguna Google,mantap..tolong tambah dgn nama pemilik yaa,5
Pengguna Google,"Aplikasi sudah mantap, tapi pada saat mau melakukan pembayaran di Bank SulutGo selalu ditolak karena server Samsat error",1
Pengguna Google,cukup baik membantu informasi pajak,5
Pengguna Google,belum lengkap datanya,2
Pengguna Google,"di aplikasi tertera 204.500, tapi di bank disuruh bayar 210.000. juga ada biaya cap di samsat 10.000 saya jadi bingung.",1
Pengguna Google,bagus,5
Pengguna Google,mathap,5
Pengguna Google,kalau bisa di update beserta nama si pemilik kendaraan,2
Pengguna Google,"trima kasih karena dengan adanya aplikasi ini saya bisa tau rincian yang harus di bayar, tidak seperti tahun2 sbelumnya saya bayar pajak tapi harga di surat dan di kantor Samsat jauh berbeda",5
Pengguna Google,"data saya tidak ada, appnya kurang bagus, mohon diperbaiki data base-nya,",1
Pengguna Google,tambakan NOMOR RANGKA dgn NOMOR MESIN lebih bagus lagi,5
Pengguna Google,mantap,5
Pengguna Google,Mantullll,5
Pengguna Google,sangat membantu,5
Pengguna Google,Good APP,5
Pengguna Google,Aplikasiny so bagus cuma klo bole dilengkapi juga dgn nama pemilik kendaraan..👍👍,5
Pengguna Google,"Sangat membantu sekali.. Selalu diupdate data""nya kalo bisa pembayaran lewat aplikasi juga pasti akan sangat membantu.. Manado maju..",5
Pengguna Google,"Belum terlalu lengkap, krna nama pemilik tidak ada.. jadi kasih 3 bintang saja..",3
Pengguna Google,Mantaaaap,5
Pengguna Google,Terima kasih Bapenda Sulut 👍👍,4
Pengguna Google,Connection time out. why?,1
Pengguna Google,Mantab...,5
Pengguna Google,good,5
Pengguna Google,Baik.. Sangat baik.. Tapi alangkah baiknyaa pakai nama dan alamat atau STNK.. Disitu cmn tercantum plat nmor dan type.. Lebih bagusnya ada Nama..,5
Pengguna Google,Mantap lebih muda untuk membayar pajak,5
Pengguna Google,Sangat membantu,5
Pengguna Google,ok,5
Pengguna Google,Bagus,5
Pengguna Google,Wow mantap..mantaap..! Saya suka ini.,5
Pengguna Google,Good job,5
Pengguna Google,Mantap👍,5
Pengguna Google,Sangat amat sangat membantu semua orang,5
Pengguna Google,Aplikasinya sangat membantu sekali. Sukses trs,5
Pengguna Google,Good,5
Pengguna Google,Bagus...bermanfaat..,5
Pengguna Google,Mantap,5
Pengguna Google,Luar biasa bagus sekali,5
Pengguna Google,Tidak bisa sama sekali,1
Pengguna Google,Mantap,5
Pengguna Google,bagus,5
Pengguna Google,Mantap,5
Pengguna Google,Kok uda gak timbul nama sama alamatnya,3
Pengguna Google,Sangat bermaanfaat,5
Pengguna Google,Coba dulu,2
Pengguna Google,"Mantap Samsat so lebe baik dari yg kemarin. Cma masih ada kelemahan2 yg hrs diperbaiki lg. Contohx utk loket bank sulut yg di kantor Samsat, cma bisa melayani pembayaran manual (diluar online/aplikasi). Utk pembayaran via aplikasi hrs lwt ktr cabang/unit bank Sulut. Petugas di ktr Samsat le rupa kurang semangat mo urus tu pajak klo torang bayar via aplikasi dan Bank, mungkin takurang sto dong p pemasukan.😁 Dan klo pengurusan pajak bukan atas nama sendiri (beda nama stnk dan ktp) sering dipersulit,😤",5
Pengguna Google,Good!!,4
Pengguna Google,Semoga lebih baik lagi,4
Pengguna Google,Makasih....karna sdh ada aplikasi ini...GBU,5
Pengguna Google,Tidak ada penipuan lagi,5
Pengguna Google,Mantap,5
Pengguna Google,"Aplikasi pendo,kudacuki.",1
Pengguna Google,Belum begitu lengkap dan akurat,3
Pengguna Google,Biar bisa tau pajak motor saya,5
Pengguna Google,Sangat membantu sekali,5
Pengguna Google,"Sayangnya untuk Tomohon belum bisa bayar online, langsung ke bank. Jadi masih harus berhadapan dengan praktek pungli... Sayangnye...",4
Pengguna Google,Mantap,5
Pengguna Google,Sangat membantu...!,5
Pengguna Google,Mantap,5
Pengguna Google,Good,4
Pengguna Google,akurat. cepat. tepat.. tx,5
Pengguna Google,Ta kasi 3 dulu klo bener2 sama dengan samsat hitunganya takasih 5 bintang oky,3
Pengguna Google,Bagus,5
Pengguna Google,"Bagus, lebih meringankan untuk cari tau data pajak..!! Salut Sulut!",4
Pengguna Google,Mantap,5
Pengguna Google,Suka. Jadi gak bisa di bodohi...,4
Pengguna Google,Bisa Melihat Pajak Yang Sudah Lewat,5
Pengguna Google,Mantap,5
Pengguna Google,Data not found,1
Pengguna Google,mantaaapp...,5
Pengguna Google,Sangat membantu,5
Pengguna Google,Mantap,4
Pengguna Google,Tiga aja dlu,3
Pengguna Google,Membantu,5
Pengguna Google,"Kode bayar bgusnya kase lia..karena klo bayar d bank ato internet Banking 
musti ada dia o kode bayar..",5
Pengguna Google,Sangat membantu,5
Pengguna Google,Ok,5
Pengguna Google,Mantap,5
Pengguna Google,Lbh transparran,5
Pengguna Google,Jelek ga bisa di pake,1
Pengguna Google,Empat cukup ya...,4
Pengguna Google,Mantap👍🏻👍🏻👍🏻,5
Pengguna Google,"Bagus, tapi pas mau cari Data buat kendaraan bermotor ga ketemu, padahal 
plat nomor nya sudah benar. Tolong bantuannya",5
Pengguna Google,"Tolong di lengkapi dgan nama pemilik, dan alamat.. Datanya harus di update 
tiap bln.. Ulasan ini di liat apa tidak.. Tolong di perhatikan kritik dan 
saran.. Semo samsat sulut lebih jaya..",3
Pengguna Google,Sangat baik & sangat membantu info pajak online ini 👍👍👍👍👍👍,5
Pengguna Google,"Cukup membantu... Lbh mantap kalau Sudah Bisa Langsung melakukan pembayaran 
di aplikasi😀 Lbh kembangkan Samsat Sulut GO... Mantap.",4
Pengguna Google,Kenapa data pajak motor tidak ada...,5
Pengguna Google,Lebih mudah dan aman,5
Pengguna Google,"Sangat membantu apalagi pas saya lagi di luar daerah, jadi bisa tau nilai 
pajaknya berapa... Jadi bisa di persiapkan uangnya.....",5
Pengguna Google,"Aplikasi yg sangat membantu,,mudah2an di samsat so nda ada pungutan liar.",5
Pengguna Google,Mantap. Sulut HEBAT,5
Pengguna Google,Mantap,5
Pengguna Google,mantap,5
Pengguna Google,"Informasinya reall, jdi udah tau biaya bayar pajaknya sekian",5
Pengguna Google,KB is blocked?,3
Pengguna Google,Aplikasi yang baik,5
Pengguna Google,Jago ni APK #Viralkan,5
Pengguna Google,Mantap jiwa...,5
Pengguna Google,Sukses,4
Pengguna Google,"Mantap skalianan👍 sangat membantu utk masyarakat supaya terhindar dari 
pungli 👏",5
Pengguna Google,Thanks Aplikasi ini sangat membantu.... Terus di update datanya...,5
Pengguna Google,tq,5
Pengguna Google,Mantappp,5
Pengguna Google,Lima bintyang for angko...,5
Pengguna Google,Aplikasi yg bagus.... Semakin Transparan Untuk Sulut Hebat....,5
Pengguna Google,Mantap noh ini aplikasi 👍👍👍 Sangat menbantu for yg mo bayar pajak mar doi pas-pas'san.,5
Pengguna Google,Mantap..,5
Pengguna Google,Mantap,4
Pengguna Google,Aplikasi cepet,1
Pengguna Google,Sangat membantu,5
Pengguna Google,Terima kasih sblumnya di ucapkan.  Solusi mudah utk mencari tau data pajak,4
Pengguna Google,"Hasilnya beda...  Cek aplikasi 3jtaan, setelah cek di Samsat cuman 299rbu  DB 2337 KM Mohon lebih di perbaiki aplikasinya... Terima Kasih",3
Pengguna Google,Sangatlah membantu masyarakat.. tq..,4
Pengguna Google,"Makasee lewat aplikasi ini qta baru sadar klo qt di tipu, bru bayar pajak dbyar 850 ribu nd tau cmn 368. Mohon pencerahannya",5
Pengguna Google,Mantappp,5
Pengguna Google,"Terima kasih Pemerintah Prov .Sulut atas inovasi ini ,sangat membantu agar masyarakat terbebas dri pungutan liar.good job",5
Pengguna Google,Very good,5
Pengguna Google,Sangat membantu,5
Pengguna Google,Very good,5
Pengguna Google,Mantap ..,5
Pengguna Google,Makasih... Sangat membantu sekali,5
Pengguna Google,Membantu sekali,5
Pengguna Google,Sangat membantu,5
Pengguna Google,good,5
Pengguna Google,Mantap muda mudahan tidak ada selisi,5
Pengguna Google,"Sangat membantu, pelayanan Samsat makin prima dan agar data pajak kendaraan agar lebih sinkron.",4
Pengguna Google,mantap,5
Pengguna Google,Mantap,5
Pengguna Google,Apakah data yg ada di sini bisa singkron dengan ada di kantor Samsat.. soalnya saya punya kendaraan total yg kemarin saya mau urus dengan yg saya cek beda jauh sekali 2kali lipat dengan yg ada di aplikasi ini... Padahal kendaraan saya tu sudah THN 1982,4
Pengguna Google,Sangat membantu....,1
Pengguna Google,Kereeen 👍👍,5
Pengguna Google,Ok,4
Pengguna Google,belum di update data'x,5
Pengguna Google,Sulut hebat👍👍👍,5
Pengguna Google,Belum di update datanya,1
Pengguna Google,Kemudahan tuk masyarakat dgn info yg akurat...,5
Pengguna Google,"Gaga sx koman,. Gass poll Sulut",4
Pengguna Google,"Sangat membantu, tks dispenda sulut.mari viralkan.",5
Pengguna Google,Mantap jiwa,5
Pengguna Google,Sangat membantu,5
Pengguna Google,Terima kasih atas pelayanan kepada masyarakat Sulawesi Utara. Informasi kendaraan kami telah dekat hingga sampai genggaman smartphone kami.,5
Pengguna Google,Boleh,5
Pengguna Google,"Saran aja, msh banyak data kendaraan yg blm bisa di akses. Mohon di perbaiki",4
Pengguna Google,Bagus 👍,5
Pengguna Google,Sulut semakin Hebat OD-SK inovatif,5
Pengguna Google,Mantap,5
Pengguna Google,Mantap...,5
Pengguna Google,😍😍😍😍,5
Pengguna Google,Mantapp,5
Pengguna Google,sangat membantu.,5
Pengguna Google,Mantaaapp 👍,5
Pengguna Google,Sulut Hebat,5
Pengguna Google,The best,5
Pengguna Google,Luar biasa..,5
Pengguna Google,Bagus.. Ringan.. Sangat bermanfaat.. dengan ini kita bisa mempersiapkan dana jangan sampai kekurangan biaya saat membayar pajak di samsat.. mantap,5
Pengguna Google,Sangat bermanfaat bagi masyarakat Sulawesi Utara😊,5
Pengguna Google,"Keren, makin dimudahkan",4
Pengguna Google,Aplikasi ini sangat berguna untuk masyarakat prov sulut. Mantap,5
Pengguna Google,Awal yg baik,5
